,"Jan 21 - 31, 24","Feb 24","Mar 24","Apr 24","May 24","Jun 24","Jul 24","Aug 24","Sep 24","Oct 24","Nov 24","Dec 24","TOTAL"
,"Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price"
"HVP16161 (16x16x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,93.12,0.0%,7.76,120,1002.00,0.1%,8.35,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,132.00,1095.12,0.0%,8.30
"HVP16162 (16x16x2 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,60,492.00,0.0%,8.20,44,414.20,0.0%,9.41,104,865.96,0.0%,8.33,36,295.20,0.0%,8.20,8,124.76,0.0%,15.60,65,532.20,0.0%,8.19,4,51.88,0.0%,12.97,40,382.04,0.0%,9.55,5,40.20,0.0%,8.04,48,387.84,0.0%,8.08,0.00,0.00,0.0%,0.00,414.00,3586.28,0.0%,8.66
"HVP16201 (16x20x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,8,39.76,0.0%,4.97,85,452.06,0.0%,5.32,58,325.26,0.0%,5.61,24,128.88,0.0%,5.37,1,5.06,0.0%,5.06,0.00,0.00,0.0%,0.00,8,40.68,0.0%,5.09,25,133.94,0.0%,5.36,75,390.12,0.0%,5.20,49,258.88,0.0%,5.28,7,35.48,0.0%,5.07,340.00,1810.12,0.0%,5.32
"HVP16202 (16x20x2 MERV10 High Capacity Pleat)",29,175.69,0.0%,6.06,487,2972.73,0.2%,6.10,433,3272.49,0.2%,7.56,247,1536.89,0.1%,6.22,272,1693.28,0.1%,6.23,512,3767.74,0.3%,7.36,65,380.61,0.0%,5.86,272,1749.18,0.2%,6.43,516,3813.06,0.4%,7.39,201,1224.67,0.1%,6.09,171,1043.01,0.1%,6.10,145,867.25,0.1%,5.98,3350.00,22496.60,0.2%,6.72
"HVP16202XM (16x20x2 High Capacity Pleat w/Heavy Expanded Metal)",12,74.28,0.0%,6.19,0.00,0.00,0.0%,0.00,18,111.42,0.0%,6.19,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,30,185.70,0.0%,6.19,0.00,0.00,0.0%,0.00,12,76.32,0.0%,6.36,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,76.32,0.0%,6.36,84.00,524.04,0.0%,6.24
"HVP16204 (16x20x4 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,12,119.68,0.0%,9.97,2,40.50,0.0%,20.25,8,79.36,0.0%,9.92,0.00,0.00,0.0%,0.00,6,80.82,0.0%,13.47,6,70.98,0.0%,11.83,8,79.36,0.0%,9.92,14,163.02,0.0%,11.64,4,40.32,0.0%,10.08,0.00,0.00,0.0%,0.00,20,201.88,0.0%,10.09,80.00,875.92,0.0%,10.95
"HVP16241 (16x24x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,151.68,0.0%,6.32,17,138.04,0.0%,8.12,24,185.04,0.0%,7.71,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,185.04,0.0%,7.71,24,171.84,0.0%,7.16,24,185.04,0.0%,7.71,12,90.48,0.0%,7.54,149.00,1107.16,0.0%,7.43
"HVP16242 (16x24x2 MERV10 High Capacity Pleat)",7,53.78,0.0%,7.68,86,662.79,0.1%,7.71,48,506.52,0.0%,10.55,55,426.56,0.0%,7.76,4,30.80,0.0%,7.70,20,279.72,0.0%,13.99,28,219.44,0.0%,7.84,41,329.01,0.0%,8.02,82,760.26,0.1%,9.27,30,232.22,0.0%,7.74,5,35.11,0.0%,7.02,80,626.58,0.0%,7.83,486.00,4162.79,0.0%,8.57
"HVP16242XM (16x24x2  High Capacity Pleat w/Heavy Expanded Metal)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,7.80,0.0%,7.80,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,7.80,0.0%,7.80,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,15.60,0.0%,7.80
"HVP16244SP (16x24x4 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,2,67.20,0.0%,33.60,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,33.60,0.0%,33.60,2,67.20,0.0%,33.60,0.00,0.00,0.0%,0.00,12,395.40,0.0%,32.95,2,67.20,0.0%,33.60,0.00,0.00,0.0%,0.00,19.00,630.60,0.0%,33.19
"HVP16251 (16x25x1 MERV10 High Capacity Pleat)",3,16.77,0.0%,5.59,6,25.62,0.0%,4.27,113,691.11,0.0%,6.12,88,525.92,0.0%,5.98,0.00,0.00,0.0%,0.00,28,202.64,0.0%,7.24,0.00,0.00,0.0%,0.00,80,464.36,0.1%,5.80,5,70.16,0.0%,14.03,60,347.04,0.0%,5.78,6,25.62,0.0%,4.27,87,510.09,0.0%,5.86,476.00,2879.33,0.0%,6.05
"HVP16252 (16x25x2 MERV10 High Capacity Pleat)",73,507.68,0.1%,6.95,158,1075.92,0.1%,6.81,286,3988.63,0.2%,13.95,446,3225.82,0.2%,7.23,160,1134.72,0.1%,7.09,256,3803.37,0.3%,14.86,128,854.35,0.1%,6.67,272,1880.14,0.2%,6.91,365,4545.88,0.5%,12.45,196,1362.52,0.1%,6.95,155,1046.62,0.1%,6.75,285,1969.66,0.1%,6.91,2780.00,25395.31,0.2%,9.14
"HVP16252XM (16x25x2  High Capacity Pleat w/Heavy Expanded Metal)",12,84.84,0.0%,7.07,0.00,0.00,0.0%,0.00,5,34.00,0.0%,6.80,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,19,132.92,0.0%,7.00,3,20.88,0.0%,6.96,15,108.00,0.0%,7.20,0.00,0.00,0.0%,0.00,3,20.88,0.0%,6.96,12,87.12,0.0%,7.26,69.00,488.64,0.0%,7.08
"HVP16254 (16x25x4 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,8,86.18,0.0%,10.77,26,323.90,0.0%,12.46,22,253.44,0.0%,11.52,0.00,0.00,0.0%,0.00,4,66.62,0.0%,16.66,0.00,0.00,0.0%,0.00,6,63.14,0.0%,10.52,4,71.24,0.0%,17.81,26,306.96,0.0%,11.81,2,17.06,0.0%,8.53,4,46.08,0.0%,11.52,102.00,1234.62,0.0%,12.10
"HVP16301 (16x30x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,33,331.81,0.0%,10.05,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,33.00,331.81,0.0%,10.05
"HVP16302 (16x30x2 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20,411.40,0.0%,20.57,24,474.96,0.0%,19.79,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,44.00,886.36,0.0%,20.14
"HVP16304 (16x30x4 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,114.86,0.0%,57.43,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,114.86,0.0%,57.43
"HVP16311SP (16x31x1 MERV10 Special High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,48.36,0.0%,16.12,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3.00,48.36,0.0%,16.12
"HVP16322SP (16x32x2 Special MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,80.72,0.0%,20.18,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,80.72,0.0%,20.18,0.00,0.00,0.0%,0.00,4,80.72,0.0%,20.18,4,80.72,0.0%,20.18,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16.00,322.88,0.0%,20.18
"HVP17351SPC (17x35x1 MERV10 Standard Capacity Pleat)",63,1087.38,0.2%,17.26,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,63,1087.38,0.1%,17.26,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,63,1087.38,0.1%,17.26,189.00,3262.14,0.0%,17.26
"HVP18181 (18x18x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48,418.08,0.0%,8.71,48.00,418.08,0.0%,8.71
"HVP18182 (18x18x2 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,27,539.19,0.0%,19.97,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,27,539.19,0.0%,19.97,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,39,660.15,0.1%,16.93,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,120.96,0.0%,10.08,105.00,1859.49,0.0%,17.71
"HVP18184SP (18x18x4 Special MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,32.10,0.0%,32.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,32.10,0.0%,32.10,0.00,0.00,0.0%,0.00,1,32.10,0.0%,32.10,1,32.10,0.0%,32.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,128.40,0.0%,32.10
"HVP18201 (18x20x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,2,15.54,0.0%,7.77,0.00,0.00,0.0%,0.00,6,51.60,0.0%,8.60,0.00,0.00,0.0%,0.00,2,15.54,0.0%,7.77,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,15.54,0.0%,7.77,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,98.22,0.0%,8.19
"HVP18202 (18x20x2 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7,118.39,0.0%,16.91,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7,118.39,0.0%,16.91,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,110.40,0.0%,18.40,1,7.99,0.0%,7.99,0.00,0.00,0.0%,0.00,13,106.63,0.0%,8.20,34.00,461.80,0.0%,13.58
"HVP18202XM (18x20x2 High Capacity Pleat w/Heavy Expanded Metal)",0.00,0.00,0.0%,0.00,2,16.46,0.0%,8.23,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,32.48,0.0%,8.12,0.00,0.00,0.0%,0.00,2,16.46,0.0%,8.23,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,16.46,0.0%,8.23,10.00,81.86,0.0%,8.19
"HVP18204SP (18x20x4 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,32.10,0.0%,32.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,32.10,0.0%,32.10,0.00,0.00,0.0%,0.00,1,32.10,0.0%,32.10,1,32.10,0.0%,32.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,128.40,0.0%,32.10
"HVP18221 (18x22x1 Special MERV 10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,201.00,0.0%,16.75,0.00,0.00,0.0%,0.00,12.00,201.00,0.0%,16.75
"HVP18222SP (18x22x2 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,20.88,0.0%,20.88,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,20.88,0.0%,20.88,0.00,0.00,0.0%,0.00,1,20.88,0.0%,20.88,0.00,0.00,0.0%,0.00,1,20.88,0.0%,20.88,0.00,0.00,0.0%,0.00,4.00,83.52,0.0%,20.88
"HVP18241 (18x24x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48,317.28,0.0%,6.61,5,35.75,0.0%,7.15,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,158.40,0.0%,6.60,0.00,0.00,0.0%,0.00,48,317.76,0.0%,6.62,125.00,829.19,0.0%,6.63
"HVP18242 (18x24x2 MERV10 High Capacity Pleat)",4,24.04,0.0%,6.01,12,97.80,0.0%,8.15,0.00,0.00,0.0%,0.00,36,287.64,0.0%,7.99,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,97.80,0.0%,8.15,4,24.04,0.0%,6.01,0.00,0.00,0.0%,0.00,24,195.60,0.0%,8.15,36,287.64,0.0%,7.99,4,24.04,0.0%,6.01,132.00,1038.60,0.0%,7.87
"HVP18242XM (18x24x2 High Capacity Pleat w/Heavy Expanded Metal)",0.00,0.00,0.0%,0.00,4,31.88,0.0%,7.97,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,62.96,0.0%,7.87,0.00,0.00,0.0%,0.00,4,31.88,0.0%,7.97,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,31.88,0.0%,7.97,20.00,158.60,0.0%,7.93
"HVP18244 (18x24x4 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,24.34,0.0%,12.17,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,23.66,0.0%,11.83,0.00,0.00,0.0%,0.00,14,170.38,0.0%,12.17,0.00,0.00,0.0%,0.00,12,155.28,0.0%,12.94,6,73.02,0.0%,12.17,36.00,446.68,0.0%,12.41
"HVP18251 (18x25x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,1,6.43,0.0%,6.43,0.00,0.00,0.0%,0.00,1,7.15,0.0%,7.15,0.00,0.00,0.0%,0.00,1,6.43,0.0%,6.43,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,6.43,0.0%,6.43,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,26.44,0.0%,6.61
"HVP18252 (18x25x2 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,92.00,0.0%,9.20,0.00,0.00,0.0%,0.00,12,110.40,0.0%,9.20,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,110.40,0.0%,9.20,34.00,312.80,0.0%,9.20
"HVP18291 (18x29x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,28.02,0.0%,28.02,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1.00,28.02,0.0%,28.02
"HVP19201XM (19x20x1  High Capacity Pleat w/Heavy Expanded Metal)",2,32.34,0.0%,16.17,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,32.34,0.0%,16.17,0.00,0.00,0.0%,0.00,2,33.34,0.0%,16.67,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,33.34,0.0%,16.67,8.00,131.36,0.0%,16.42
"HVP20201 (20x20x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,11,51.52,0.0%,4.68,97,576.16,0.0%,5.94,152,987.84,0.1%,6.50,36,215.28,0.0%,5.98,4,22.72,0.0%,5.68,48,287.04,0.0%,5.98,69,398.96,0.0%,5.78,85,508.00,0.1%,5.98,27,156.96,0.0%,5.81,20,106.24,0.0%,5.31,94,662.88,0.0%,7.05,643.00,3973.60,0.0%,6.18
"HVP20201XM (20x20x1  High Capacity Pleat w/Heavy Expanded Metal)",2,11.92,0.0%,5.96,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,11.92,0.0%,5.96,0.00,0.00,0.0%,0.00,2,12.26,0.0%,6.13,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,12.26,0.0%,6.13,8.00,48.36,0.0%,6.05
"HVP20202 (20x20x2 MERV10 High Capacity Pleat)",56,423.36,0.1%,7.56,458,3400.84,0.3%,7.43,144,1644.07,0.1%,11.42,418,3088.64,0.2%,7.39,196,1620.12,0.1%,8.27,128,1547.11,0.1%,12.09,94,673.42,0.1%,7.16,161,1152.77,0.1%,7.16,709,6205.08,0.6%,8.75,147,1043.74,0.1%,7.10,160,1122.16,0.1%,7.01,206,1631.03,0.1%,7.92,2877.00,23552.34,0.2%,8.19
"HVP20202XM (20x20x2  High Capacity Pleat w/Heavy Expanded Metal)",50,361.00,0.1%,7.22,0.00,0.00,0.0%,0.00,10,72.20,0.0%,7.22,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,14.44,0.0%,7.22,58,418.76,0.0%,7.22,0.00,0.00,0.0%,0.00,50,372.00,0.0%,7.44,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,50,372.00,0.0%,7.44,220.00,1610.40,0.0%,7.32
"HVP20204 (20x20x4 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,48,480.12,0.0%,10.00,21,431.01,0.0%,20.52,2,23.54,0.0%,11.77,0.00,0.00,0.0%,0.00,38,631.94,0.1%,16.63,3,34.47,0.0%,11.49,52,535.36,0.1%,10.30,21,431.01,0.0%,20.52,20,235.40,0.0%,11.77,28,244.72,0.0%,8.74,15,138.03,0.0%,9.20,248.00,3185.60,0.0%,12.85
"HVP20204XM (20x20x4 High Capacity Pleat w/Heavy Expanded Metal)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,23.54,0.0%,11.77,2,23.54,0.0%,11.77,2,23.54,0.0%,11.77,0.00,0.00,0.0%,0.00,2,23.54,0.0%,11.77,0.00,0.00,0.0%,0.00,8.00,94.16,0.0%,11.77
"HVP20221 (20x22x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,25,228.13,0.0%,9.13,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,18.85,0.0%,18.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,18.85,0.0%,18.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,27.00,265.83,0.0%,9.85
"HVP20241 (20x24x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,60,404.40,0.0%,6.74,10,71.00,0.0%,7.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,75.12,0.0%,6.26,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,78.96,0.0%,6.58,24,157.68,0.0%,6.57,0.00,0.00,0.0%,0.00,118.00,787.16,0.0%,6.67
"HVP20242 (20x24x2 MERV10 High Capacity Pleat)",223,1850.44,0.3%,8.30,98,799.30,0.1%,8.16,83,942.88,0.1%,11.36,97,837.35,0.0%,8.63,36,298.80,0.0%,8.30,99,1079.86,0.1%,10.91,103,840.16,0.1%,8.16,330,2718.20,0.3%,8.24,125,1284.24,0.1%,10.27,8,66.40,0.0%,8.30,30,239.50,0.0%,7.98,372,3077.66,0.2%,8.27,1604.00,14034.79,0.1%,8.75
"HVP20242XM (20x24x2  High Capacity Pleat w/Heavy Expanded Metal)",23,194.01,0.0%,8.44,0.00,0.00,0.0%,0.00,14,118.02,0.0%,8.43,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,32.06,0.0%,16.03,39,342.61,0.0%,8.78,2,30.58,0.0%,15.29,25,230.22,0.0%,9.21,0.00,0.00,0.0%,0.00,2,30.58,0.0%,15.29,23,199.64,0.0%,8.68,130.00,1177.72,0.0%,9.06
"HVP20244 (20x24x4 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,124,1536.19,0.1%,12.39,15,226.71,0.0%,15.11,4,83.87,0.0%,20.97,3,70.44,0.0%,23.48,123,1681.56,0.1%,13.67,12,186.90,0.0%,15.58,87,1039.28,0.1%,11.95,12,186.90,0.0%,15.58,92,1237.72,0.1%,13.45,47,507.09,0.1%,10.79,15,231.72,0.0%,15.45,534.00,6988.38,0.0%,13.09
"HVP20251 (20x25x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,80,511.20,0.0%,6.39,25,160.58,0.0%,6.42,64,446.08,0.0%,6.97,12,79.20,0.0%,6.60,6,37.61,0.0%,6.27,12,79.20,0.0%,6.60,3,14.25,0.0%,4.75,1,5.70,0.0%,5.70,40,254.63,0.0%,6.37,3,14.25,0.0%,4.75,25,160.58,0.0%,6.42,271.00,1763.28,0.0%,6.51
"HVP20251XM (20x25x1 High Capacity Pleat w/Heavy Expanded Metal)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,5.12,0.0%,5.12,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,5.12,0.0%,5.12,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,10.24,0.0%,5.12
"HVP20252 (20x25x2 MERV10 High Capacity Pleat)",188,1602.46,0.3%,8.52,156,1206.52,0.1%,7.73,37,501.91,0.0%,13.57,220,1829.10,0.1%,8.31,104,998.48,0.1%,9.60,103,1103.93,0.1%,10.72,80,729.08,0.1%,9.11,453,3746.40,0.4%,8.27,114,1167.30,0.1%,10.24,157,1285.13,0.1%,8.19,162,1339.58,0.1%,8.27,341,2916.77,0.2%,8.55,2115.00,18426.66,0.1%,8.71
"HVP20252XM (20x25x2  High Capacity Pleat w/Heavy Expanded Metal)",2,16.56,0.0%,8.28,0.00,0.00,0.0%,0.00,17,140.76,0.0%,8.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,19,157.32,0.0%,8.28,0.00,0.00,0.0%,0.00,2,17.06,0.0%,8.53,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,17.06,0.0%,8.53,42.00,348.76,0.0%,8.30
"HVP20254 (20x25x4 MERV10 High Capacity Pleat)",9,119.53,0.0%,13.28,22,283.60,0.0%,12.89,70,1211.88,0.1%,17.31,50,660.50,0.0%,13.21,0.00,0.00,0.0%,0.00,46,889.98,0.1%,19.35,6,66.36,0.0%,11.06,33,414.63,0.0%,12.56,49,919.71,0.1%,18.77,18,238.14,0.0%,13.23,6,71.60,0.0%,11.93,13,169.23,0.0%,13.02,322.00,5045.16,0.0%,15.67
"HVP20254XM (20x25x4 High Capacity Pleat w/Heavy Expanded Metal)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,26.90,0.0%,13.45,2,26.90,0.0%,13.45,2,26.90,0.0%,13.45,0.00,0.00,0.0%,0.00,2,26.90,0.0%,13.45,0.00,0.00,0.0%,0.00,8.00,107.60,0.0%,13.45
"HVP20301 (20x30x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48,419.52,0.0%,8.74,261,2401.20,0.1%,9.20,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,36,209.76,0.0%,5.83,0.00,0.00,0.0%,0.00,345.00,3030.48,0.0%,8.78
"HVP20302 (20x30x2 MERV10 High Capacity Pleat)",1,11.77,0.0%,11.77,3,35.01,0.0%,11.67,0.00,0.00,0.0%,0.00,56,721.88,0.0%,12.89,0.00,0.00,0.0%,0.00,2,23.54,0.0%,11.77,0.00,0.00,0.0%,0.00,2,23.24,0.0%,11.62,0.00,0.00,0.0%,0.00,26,317.78,0.0%,12.22,13,156.67,0.0%,12.05,1,11.77,0.0%,11.77,104.00,1301.66,0.0%,12.52
